"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC100289496",-1.10461253752008,-6.366463407946,-3.57827775216162,0.00396297945780656,0.225591499824136,-1.74734838708233
"EHD1",-1.60870240769767,1.59594004531319,-3.8102500626437,0.00261061773685509,0.188619012336294,-1.75211442050233
"PSIP1",0.833703913070291,0.654766824134899,3.71307241918193,0.00310767368480926,0.204750468907042,-1.75437612660133
"RNU7",2.21054888907091,-5.35215269944605,3.54384906233682,0.00421785315722745,0.232920256618611,-1.75853887940315
"C5orf36",-1.66230760652972,-6.01710911932375,-3.54602896483085,0.00420122903912943,0.232514378013276,-1.77020428543444
"HIST1H2AK",2.11372705524929,-1.19273295786558,3.56500023420493,0.00405935182377048,0.226160021274999,-1.77791046253903
"HIST1H3B",2.10474993560819,-0.144852218924161,3.63954984462507,0.00354768937643324,0.214608288474232,-1.78094483958201
"RACGAP1",2.01918057470057,-2.3194280856488,3.53425218459705,0.00429184336708015,0.235450339291174,-1.78185470572809
"HJURP",2.8961060448832,-2.25258616802918,3.52934700139617,0.00433017252047676,0.236517985317806,-1.78388477500204
"CUBN",2.0696610225673,-4.49631666846128,3.51004282835538,0.0044844444374477,0.242304970886317,-1.80764656558358
"TMEM218",2.52090352153914,-3.17222406476246,3.50188066036439,0.00455135175242364,0.243737009214966,-1.82420772346472
"PMEPA1",-2.0396453127918,-3.94758779559199,-3.50094510957265,0.00455908553943002,0.243737009214966,-1.82468365839178
"LOC100130600",0.803105223016659,1.95522322181332,3.72867255352373,0.00302175389132751,0.203651590885678,-1.83362711562462
"LOC100288573",0.636144835296758,1.12539583895755,3.69557657928268,0.00320702625810935,0.207760608054417,-1.84364581745201
"CDC20",1.50306083073042,-0.713668768760987,3.56692613696463,0.00404522566521756,0.225874950228662,-1.85097867306347
"MEIS3P1",-2.80490968309069,-3.46471815954635,-3.48201100341085,0.00471852204996566,0.247542191167555,-1.85662866563479
"LOC100287198",1.18927072409954,0.445038083199901,3.61593730075735,0.00370217863730491,0.219897876405694,-1.86140709842808
"KCNC4",-1.37397404266275,-0.0872748156449193,-3.65200151446787,0.00346889958766132,0.214608288474232,-1.86278746081805
"DUSP16",0.818106036432365,-1.00317104858857,3.57305031012257,0.00400063930245855,0.225591499824136,-1.8678475038121
"LOC100288198",1.23895936469704,0.241786107118393,3.62419352856632,0.00364739170253106,0.21794450514246,-1.87544292470251
"C6orf122",2.56669200655861,-4.78742771872557,3.46976937827113,0.00482462210030163,0.250481185313917,-1.88130090868033
"LOC100287139",-1.97291144914925,-1.13055018823689,-3.57408598930213,0.00399314901588387,0.225591499824136,-1.88335205107948
"NRARP",1.75058739674981,-5.36081781858705,3.46936097875539,0.00482820342465659,0.250481185313917,-1.88546313526404
"SLC7A5",-1.73858644014981,1.35703503268322,-3.7214283964026,0.00306134428723381,0.204644907983666,-1.88646370321628
"NMB",-1.87627507600576,-2.80040485474655,-3.45758414689747,0.00493265136328287,0.250481185313917,-1.89298539895777
"KIF4B",2.24144512306151,-4.29881161457933,3.45621924714825,0.00494490466332412,0.250481185313917,-1.89688744215078
"LOC100288315",2.16442496991669,-5.47680361423597,3.45288676140397,0.00497495240802922,0.250481185313917,-1.90457449208397
"FLG",1.43523735515989,1.21555886393941,3.6471487401334,0.00349939061869555,0.214608288474232,-1.90508080501823
"TMEM151A",-2.49323204660662,-5.37192780988101,-3.44884292990827,0.00501166423047588,0.251294867844521,-1.9086686683772
"HIST1H1A",3.70973193182125,-3.39990142535712,3.46169530860989,0.00489593042882466,0.250481185313917,-1.92716053344767
"KRT19",2.71089683927906,-5.18208610889802,3.44157379069447,0.00507835284816697,0.253006713483027,-1.92919336668209
"MAPT",1.25605131255073,-1.46776677364145,3.48561696863426,0.00468772482589149,0.246986519847601,-1.93236284733609
"HIST2H2AA3",0.912313450341067,-0.410036558945613,3.5380399481755,0.00426248315630387,0.234867505959768,-1.9338183298344
"LOC100287618",-2.58597637523491,-6.4888968257938,-3.43484556299462,0.00514088495833197,0.254797590735405,-1.93625126149117
"TMPO",1.08874687748858,0.184242772695002,3.583294368906,0.00392717961762962,0.225591499824136,-1.94020361596656
"PGM3",-1.13421462223483,-1.68509611767306,-3.48864524242056,0.00466201997800645,0.246986519847601,-1.94176354227193
"NES",1.76237310632678,-0.524004450274465,3.49625206056532,0.00459808388820166,0.244618265120258,-1.94334384706486
"PWWP2A",-0.65740422686052,-0.163777484617769,-3.57620072800357,0.00397789924532031,0.225591499824136,-1.94477669756433
"HIST2H2BF",1.96769888807974,-0.351696541621699,3.51853491383664,0.00441589852930257,0.239116613451717,-1.94581825201548
"LOC100288869",1.2012482228428,-0.163212250793842,3.5536431972048,0.00414368617698183,0.230346687678739,-1.94685561461355
"MGAT4A",-1.15386055293881,-6.33410161946798,-3.45822437090909,0.00492691446529677,0.250481185313917,-1.94878360090377
"ZNF583",-2.8667066574248,-5.41169168585161,-3.42501034982147,0.0052337081531457,0.256331298452899,-1.9565959624545
"ZNF503",-1.26103169190667,1.18138511101047,-3.65561332916543,0.00344638275734172,0.213871935914144,-1.96134757459518
"CCDC11",1.61978666240536,-6.05090645190507,3.42382370285032,0.00524502238069232,0.256331298452899,-1.96485131365291
"LOC100287150",0.785996856700126,-0.794204613193113,3.52544032344576,0.00436094950921711,0.237681228577353,-1.97879667388305
"NCAPD2",0.93165300611284,0.0589719341692382,3.55100458328404,0.004163535089228,0.230938027039901,-1.98328728402548
"ZNF276",0.811791956150526,2.07813395596255,3.65988365114561,0.00341995396355818,0.213277284805603,-1.98753238762247
"PROX2",0.889130540655461,-1.5687029165414,3.45392481580872,0.00496557275912807,0.250481185313917,-1.98899272886382
"CSGALNACT1",-0.900378873755458,0.208315051537158,-3.58988374907271,0.00388065855864963,0.225258098285111,-1.98917532210022
"POP5",2.75994777504147,-3.99014758592981,3.40208524738357,0.00545675575731092,0.262081079677284,-1.99141656546624
"LOC100288196",-2.80793788126762,-5.06187018799233,-3.39061078381147,0.00557200574064424,0.265608648611779,-2.00899597585344
"MYO10",-1.24837300551322,3.9593372779874,-3.78025003284316,0.00275467144048166,0.193553842467707,-2.01019159602649
"LOC100132515",-3.47090732168175,-5.63312068252541,-3.40227520324436,0.00545486838404685,0.262081079677284,-2.01341188140542
"LOC644397",0.923597634725199,0.495860986683907,3.56762138628261,0.00404013849808454,0.225874950228662,-2.01388076223959
"CYB5D2",1.06204552868534,-0.773079819038773,3.50088811154002,0.00455955715056515,0.243737009214966,-2.02372052665481
"PITPNC1",-1.92798615711493,-1.8881437550776,-3.42490280710958,0.00523473250675856,0.256331298452899,-2.02413601658927
"SASS6",2.10552888247516,-4.83345145030703,3.37523383451992,0.00573034670857113,0.270870695034643,-2.02537796585981
"PER3",2.65945658380244,-2.93649006373289,3.37551639058272,0.00572739625594711,0.270870695034643,-2.02808100581404
"CXCR7",-2.17109248018475,-6.5703896538829,-3.37359002333239,0.00574754207648471,0.270870695034643,-2.03380747745404
"F10",1.15780120234505,-3.85185346303633,3.36454273977847,0.00584312620146239,0.274303256331574,-2.03468500778915
"F3",-2.03874527857771,2.49426692830251,-3.69089330077558,0.00323417037937707,0.208277251195054,-2.0392693059646
"NIPBL",0.814549173659437,0.0455779679680846,3.53191082651865,0.00431009531651974,0.235935370481368,-2.04011115759068
"ACSM3",3.22308457972871,-4.75587505440355,3.3742374576957,0.005740763223959,0.270870695034643,-2.05248636926663
"LOC441089",-2.55291420160628,-4.43856207072054,-3.35452378999067,0.00595086316942391,0.27667744704266,-2.05976386282336
"TCF19",1.47833476762223,-1.07522395301154,3.44136240739235,0.00508030560033835,0.253006713483027,-2.06129752724818
"SPATA21",1.55465580072309,-3.2198899224448,3.34721562733799,0.00603072171641254,0.277934235573858,-2.07248320776745
"TRIM17",0.923347094052059,0.12816414894793,3.50534170479205,0.0045228570893987,0.243737009214966,-2.07610406105459
"SCN3B",1.21264892652348,-1.63241358898892,3.40223424380348,0.00545527529477845,0.262081079677284,-2.0850639234804
"LOC100289090",-2.57675870514646,-4.13340173452421,-3.33384211568755,0.0061796885675309,0.28118143752553,-2.08878100806499
"HIRIP3",0.932574031006241,-0.509747738817031,3.46649266730839,0.00485343265771888,0.250481185313917,-2.09305801167424
"LOC100287688",-2.86552220868697,-3.07335074543334,-3.33203017105794,0.00620015721583797,0.28160170572151,-2.09344043880364
"FUT2",1.11242453468208,-1.09021953289045,3.43358777756646,0.00515266158122334,0.254797590735405,-2.0992192482014
"RBL1",2.54975402283409,-3.97113366653744,3.33031828058977,0.00621955884547847,0.281738263636305,-2.0995329835414
"LOC100128006",-0.700679083122877,3.19991280372594,-3.67966243231478,0.00330022944185015,0.211071562083227,-2.10402584707189
"LYPD1",0.84798575804847,1.68385416901119,3.56895621269591,0.00403038986032733,0.225874950228662,-2.10482561529075
"TGFBR3",-1.26664617368831,-1.55846058936481,-3.40781035080414,0.00540016279397391,0.262081079677284,-2.10903702120252
"LOC100289621",1.14524440084104,-0.182221274454516,3.44737991268356,0.00502501412980837,0.251461335825201,-2.10954517123406
"STEAP3",1.2297597390314,-0.00723766938619861,3.46656850728317,0.00485276385300592,0.250481185313917,-2.11286266355833
"CD2AP",-1.35931448113472,-0.495607238563383,-3.46862941123701,0.00483462544512219,0.250481185313917,-2.11423752876979
"LOC144571",-1.54238835801594,-2.56533885373879,-3.34033870914595,0.00610686216509848,0.278978939769379,-2.11809105678838
"SLC25A2",1.20927563244951,-6.83825111441605,3.34004677278889,0.00611011597239638,0.278978939769379,-2.12783114609252
"SLC30A8",1.20927563244951,-6.83825111441605,3.34004677278889,0.00611011597239638,0.278978939769379,-2.12783114609252
"LOC644165",-2.41743763654484,-4.78257758304247,-3.31039034590265,0.00644999812300891,0.288810146777414,-2.12827803943003
"NTN3",-1.35379223992883,-0.126548671436707,-3.4764753969291,0.00476620195554744,0.249464403397766,-2.13616467887538
"TRERF1",1.59053278167737,-1.07257662309232,3.38386503768578,0.00564091333471935,0.268355480483394,-2.1375962157796
"NRIP1",0.807516545482949,-0.837249135188438,3.43389983560914,0.00514973722568531,0.254797590735405,-2.14202951949646
"ATAD5",-1.92355938077669,-4.52684931142551,-3.29867614295902,0.00658948129744989,0.291366641284596,-2.14630812221631
"GATC",2.28211078557821,-3.21317174560244,3.29403914245453,0.00664553664874219,0.293318260322019,-2.14975805972307
"BIRC5",2.31810599401213,-2.59093320188519,3.30287732769386,0.00653910850950215,0.290972953582633,-2.15061744887502
"C2orf65",-1.66698709614125,-2.97974725315298,-3.30665045931698,0.00649420111581162,0.290224806015175,-2.15341849900631
"LOC286367",1.92080576969042,-3.78803256437968,3.28764984347424,0.00672356812822121,0.293318260322019,-2.15838297263823
"LOC650623",-0.593716838420868,2.13045971872,-3.57787126331647,0.00396589485518001,0.225591499824136,-2.16272299695068
"CLDN4",2.00770774027222,-2.2381453520262,3.29024028061699,0.00669182017932376,0.293318260322019,-2.16396709881045
"LCA5",2.45855497917908,-3.87258349319796,3.28450523264079,0.00676231320913113,0.293318260322019,-2.1735928860354
"SLC7A11",2.54574029269597,-2.47486381067092,3.28043893064488,0.00681275030831275,0.293336662482856,-2.17403536062007
"ABLIM3",1.29578198845226,-0.800544389252686,3.36883470210695,0.0057975819573006,0.272703897282333,-2.17411063894516
"CRISPLD2",-1.88163147472856,-1.25545597271337,-3.40533746549895,0.00542453373579386,0.262081079677284,-2.17561177881289
"SLC30A3",1.20927563244951,-6.34150370696056,3.31030305361987,0.00645102637291498,0.288810146777414,-2.17753123042907
"TBC1D5",1.84718541090035,-1.4087133040503,3.32772137765958,0.0062491084758262,0.282290808283673,-2.17806375366647
"KLRK1",2.42461415329551,-3.80807034330288,3.27952029503093,0.00682419746863199,0.293336662482856,-2.1783046035967
"LOC643072",0.988478126135053,-0.0811871144589985,3.42826253147258,0.00520282710743317,0.256331298452899,-2.18024964951319
"C9orf140",1.72729872543883,-2.34352256223348,3.29984903182037,0.00657537872533701,0.291366641284596,-2.18174721433828
"C5orf41",2.75821514262725,-3.05213763169361,3.28169582380754,0.00679711962775219,0.293336662482856,-2.18624424989229
"HIST1H4K",2.02384088275489,-1.9428215452488,3.29074168268628,0.00668569266055847,0.293318260322019,-2.19039761402494
"WNT9A",-2.55355310312663,-6.13583463337018,-3.27386294747114,0.0068951248768344,0.294518664376265,-2.19517997592498
"MMGT1",2.48611598432085,-4.51790090378709,3.27373468582581,0.00689674155253958,0.294518664376265,-2.19713272173371
"DBP",1.74691319276911,-2.85711143778671,3.25859421182234,0.00709030352283693,0.295966310782417,-2.20226626253026
"MGC16142",1.36853748241584,-6.80588932593804,3.28725227842678,0.00672845411518382,0.293318260322019,-2.20422742980861
"CLSPN",2.22479459048275,-1.86553672148836,3.28147352111399,0.00679988152827933,0.293336662482856,-2.20519310881361
"DBF4B",2.64184412268735,-3.77029432809838,3.26965909871084,0.00694831283742508,0.294518664376265,-2.20609089989862
"LOC100286928",0.973747650976934,1.37867321696206,3.49892685787228,0.00457581527131216,0.244085669504398,-2.20938406019876
"LOC100288224",0.660149649134931,0.575588085285732,3.45404687790276,0.00496447101620832,0.250481185313917,-2.21446783629036
"EGR1",-1.47464366898912,0.804064521611855,-3.48543127920264,0.00468930570968283,0.246986519847601,-2.21525421783214
"SCN1B",-2.40242694565851,-3.15103480011579,-3.25340649918967,0.00715788349576173,0.296949540084102,-2.21549507567103
"LCN12",1.6536179620704,-5.3823357566755,3.25330723238699,0.00715918297752872,0.296949540084102,-2.21820611893441
"PDGFD",-3.59742064350307,-3.45166841468047,-3.27149548069505,0.00692502760960607,0.294518664376265,-2.21856088771184
"HRK",1.24199396469667,-6.83825111441605,3.28491248625377,0.00675728266394137,0.293318260322019,-2.21998017656778
"PHAX",-0.925612192186214,-1.62076292385926,-3.35104958609639,0.00598869200140833,0.27667744704266,-2.22076656323987
"PCDHB11",-1.96275675049408,-6.02198001680306,-3.25824127537766,0.00709488065016284,0.295966310782417,-2.22556266191639
"RPL23AP64",2.10786444080407,-2.29860373439425,3.2527999134311,0.00716582791874603,0.296949540084102,-2.22818917960135
"LOC100289432",1.11579412611452,1.0817339152673,3.45955747347792,0.00491499066850776,0.250481185313917,-2.22839800625486
"ANKRD37",1.07436170862684,-1.07347252974536,3.3391470118441,0.00612015543349521,0.278978939769379,-2.23762811546566
"LAT2",1.91323839486303,-1.82912776017317,3.28590025087686,0.00674509718754402,0.293318260322019,-2.23917215184406
"PLEKHF1",2.27576920543792,-2.96076763765514,3.23757335574068,0.00736820043942254,0.302337402973425,-2.2414317925455
"VDAC3",1.70285655804956,-3.70495779721044,3.24136884607462,0.00731722047959149,0.30073776171121,-2.24187213705421
"PTP4A1",-0.990253121271679,0.444011343016318,-3.45172781109487,0.0049854457928142,0.250481185313917,-2.24543012298682
"FUT8",0.592971170844822,1.06753653002041,3.46226524941337,0.00489086176158725,0.250481185313917,-2.24569443871624
"CHURC1",-2.42217354908125,-2.99322395850973,-3.2343343566857,0.00741198991614764,0.303141923634156,-2.24611789158647
"HIST1H2BK",1.15073899199773,0.36148982376479,3.41743718876074,0.0053063446325424,0.258823669810254,-2.25251854508099
"DKK1",-1.37523897382526,-0.313960998392202,-3.41298944371761,0.00534948202419604,0.260421094812852,-2.25866151821582
"ZNF783",-2.4495235434122,-4.89815744173129,-3.23180249083162,0.00744640262837299,0.304053355530846,-2.26006478526102
"ATG7",1.06119888476394,3.6064955018637,3.58205490529859,0.00393599383578186,0.225591499824136,-2.26502383747779
"TUBB2A",-1.34987376951885,0.514951524648335,-3.46122554988989,0.0049001121718601,0.250481185313917,-2.26587229621619
"LOC100288648",0.896973193872702,3.67569226754458,3.5875581996274,0.0038970121830148,0.225591499824136,-2.27145569996164
"HCG22",0.980697383622176,-6.00891866947138,3.2591210167087,0.00708347710986918,0.295966310782417,-2.2842634689565
"CECR7",0.968825575683625,-6.88738215402713,3.25877877665365,0.0070879111475414,0.295966310782417,-2.28484133272202
"LOC100289404",0.968825575683625,-6.88738215402713,3.25877877665365,0.0070879111475414,0.295966310782417,-2.28484133272202
"PTF1A",0.968825575683625,-6.88738215402713,3.25877877665365,0.0070879111475414,0.295966310782417,-2.28484133272202
"ARRB2",2.31894469222691,-4.14052116716113,3.21149949036682,0.00772826714244245,0.3115038352543,-2.2909310734422
"PIN4",2.44989650259048,-4.17631830901515,3.21437665055347,0.00768767692211655,0.310366744145546,-2.29139703596402
"ACTA2",-2.0106508977033,2.9437776760556,-3.58287902839096,0.00393013098233148,0.225591499824136,-2.29534280696636
"DNAJB5",-1.4390533919786,-0.592232261634229,-3.35336798307244,0.00596342113209652,0.27667744704266,-2.29679201417423
"TRIM2",1.16789145297847,-0.842025848418376,3.32041143171329,0.00633305443757574,0.28505566930783,-2.29771694601913
"LOC100288812",-0.669174605407435,0.153491793006987,-3.39710874464483,0.00550643906594579,0.263921263917894,-2.29931511873418
"CHRDL2",-2.1563847695469,-5.42545507768278,-3.19746688374873,0.00792936191511458,0.3172994558152,-2.30545130928823
"LOC100287913",1.10647615938902,4.91544689882831,3.6330886866404,0.0035892941222228,0.215280365880976,-2.30642453637023
"PREX1",2.03714273445253,-0.153227786553507,3.27969415651823,0.00682202947812402,0.293336662482856,-2.3176123586401
"TMEM38B",-2.32764872557591,-5.27631913119605,-3.19531621635409,0.0079606460734618,0.3172994558152,-2.31846064751598
"LOC84989",-0.746997885152454,-0.194032145860402,-3.36357309819693,0.00585346584250297,0.274303256331574,-2.33646898856525
"LCOR",-2.37356553613341,-3.41651560764315,-3.17339067221957,0.00828678282624816,0.326142585405693,-2.34097995484119
"LOC100288909",0.778039611561012,3.12068434125979,3.5041187363848,0.00453290487479348,0.243737009214966,-2.3416195643878
"LOC100132605",2.2485705508113,-3.62018891095311,3.17132402426187,0.00831821102445281,0.326142585405693,-2.34501043764766
"KIAA1026",-1.26972448864058,-2.275253969405,-3.2143854167139,0.0076875535813221,0.310366744145546,-2.34878121360053
"NDUFA1",-1.52717828281463,-2.20216861864243,-3.19613466685543,0.00794872601227014,0.3172994558152,-2.35449994584424
"SLC9A10",-1.96848033153728,-4.90107698317288,-3.16697290329138,0.00838477377951723,0.327302354486563,-2.35818894162159
"LOC728888",-2.39219444994631,-3.035418325224,-3.15989468385846,0.00849420559422208,0.328132863563547,-2.3630349871054
"LOC728613",2.68008109627963,-4.03960295005426,3.17192720436691,0.00830902585356924,0.326142585405693,-2.36348509481376
"CCDC142",-0.955444024227438,-0.510840474277471,-3.31866730756211,0.00635325219033712,0.285452304057243,-2.37027342023157
"LOC100288086",0.786294258815938,1.58351671411567,3.42459421711578,0.00523767298702177,0.256331298452899,-2.37079832957674
"IL24",2.51112828654015,-4.7744136209497,3.16588682021434,0.00840147216856192,0.327302354486563,-2.37349548873676
"LOC646405",1.60941495797009,-3.60142710107621,3.14791880195086,0.00868264830994205,0.330247584585533,-2.37398553556764
"LOC100288673",2.22878401419647,-4.71555019128401,3.15631329733089,0.00855012293615443,0.32978481866512,-2.38235204198097
"MCM4",1.39998254501564,-0.441861331545595,3.28972493118145,0.00669812407943122,0.293318260322019,-2.38807526077754
"FLJ35848",2.15819117613756,-3.91293414455083,3.14483448671846,0.00873185962268328,0.330247584585533,-2.38977358124493
"CSNK1D",-1.35811079411802,2.60975063342275,-3.49538648776632,0.00460531375440796,0.244618265120258,-2.39063202852645
"C11orf91",-2.69818532733039,-5.08663094637894,-3.15493617627355,0.00857172307696627,0.330110091033213,-2.3931990219321
"RABEPK",-1.33178841879083,-2.72531010360565,-3.15995911208234,0.00849320304065031,0.328132863563547,-2.39499033567247
"GLDC",1.77264742735676,-4.68178431380704,3.13810085209267,0.00884027639604682,0.330797864963119,-2.39641078184432
"HSPA2",-1.32176933257803,-2.01909642992501,-3.22981486236874,0.00747353137585307,0.304664886380508,-2.39648741553063
"ABHD3",-1.38109473547091,-4.82130067585906,-3.17935905432617,0.00819669091929767,0.323620847303483,-2.39669520457386
"ERBB4",-2.72552695466619,-5.97363733955177,-3.15215688400357,0.00861548404055054,0.330247584585533,-2.39826424128938
"LOC648044",1.76599246411311,-4.99460796097143,3.14145812146582,0.00878605316575129,0.330247584585533,-2.39876568953039
"DLGAP3",1.51038087925787,-5.93561629123465,3.1649116348312,0.00841649410946285,0.327302354486563,-2.39893453782666
"FAM167A",-1.46834990834448,-0.697156809433286,-3.32978290829832,0.00622563910711632,0.281738263636305,-2.40380434241806
"KIAA1045",-2.22144997140765,-4.15152102642343,-3.13481559574207,0.00889366305356128,0.331890274014884,-2.40393501005446
"PFDN6",1.84757588831122,-1.92914017495357,3.1848769361261,0.00811427910732128,0.321379291468644,-2.4058386123002
"HMGN2",1.1339148740916,0.516584114024539,3.34144571114702,0.00609453993979891,0.278978939769379,-2.40741406090308
"PLGLA",0.997056128931034,-6.88738215402713,3.18502306469032,0.00811210802650215,0.321379291468644,-2.40941681597423
"LOC100289464",0.813373992563009,3.04329494627691,3.48188487193724,0.00471960302253964,0.247542191167555,-2.41092881252303
"HIST2H2AB",1.52261795529257,-1.10226371447305,3.20702449954653,0.00779183010082348,0.313059250733566,-2.4135234209529
"SIRPG",-1.52987804934683,-5.70011661917952,-3.12400968518312,0.00907156570034334,0.332991542713482,-2.41624338629914
"WDR69",-2.77563699083086,-4.45368672924449,-3.13016233730556,0.00896983676272395,0.332991542713482,-2.41644651430881
"LOC100288436",-1.33468012479933,-2.61482589787463,-3.15140862521787,0.00862730409486294,0.330247584585533,-2.41815863716547
"EYA4",1.76289123235679,-4.87273553027257,3.12601311827488,0.0090383136351468,0.332991542713482,-2.42360083246719
"ZIC5",-1.90078987940993,-6.10600403490543,-3.13899713875618,0.00882576755855343,0.330748607564264,-2.42568275135634
"LOC100128186",-0.805211986128319,-1.43649666673274,-3.23471393360126,0.00740684465509648,0.303141923634156,-2.42649661655587
"THSD1",1.52879779515955,-3.04665739000464,3.11957891522638,0.00914554387688157,0.333608416348237,-2.42907236331908
"MFAP3L",-2.44255886261704,-3.80955978849587,-3.11751167904997,0.00918026698677221,0.333608416348237,-2.43106293856744
"MKKS",-1.91155334679573,-4.9640753180072,-3.13467554865286,0.00889594607865669,0.331890274014884,-2.43277045708757
"EPR1",2.42959196955706,3.49475419101487,3.4526645664616,0.0049769624624916,0.250481185313917,-2.43605678669737
"FBXO45",-1.02532064252917,-2.4417667797514,-3.16099354573117,0.00847712277817155,0.328132863563547,-2.43634059448785
"ADCY3",0.791384106606937,3.35741161145123,3.48641537054509,0.0046809337540358,0.246986519847601,-2.43740197433009
"ARHGAP11A",2.87361602816703,-2.44292199209367,3.12622315648788,0.00903483463583059,0.332991542713482,-2.43741515641647
"UACA",1.07164344061317,-0.177043462283291,3.29873800883748,0.00658873666918231,0.291366641284596,-2.43754475552314
"C17orf42",2.59102972615435,-3.78456840866134,3.12769102525087,0.00901055900101193,0.332991542713482,-2.43833340174475
"FABP5L3",-1.63788509902362,-6.57779174137548,-3.14191872054318,0.0087786402315493,0.330247584585533,-2.43975045970053
"RBM47",0.894747656750825,-2.10146969353531,3.1530775655054,0.00860096267597153,0.330247584585533,-2.44083506991328
"PABPC4L",1.47152180258387,-6.366463407946,3.13949634984012,0.00881769687859507,0.330748607564264,-2.44370045602196
"CHCHD7",-2.53525911944532,-3.96351041580664,-3.11714100172671,0.00918650723081596,0.333608416348237,-2.44502226690553
"RMI1",2.69244808221698,-5.58255409881102,3.1253866196317,0.00904869875718965,0.332991542713482,-2.4451424538874
"RBM14",-0.689393503585373,-0.920107949573654,-3.2554822476786,0.00713076493331425,0.296949540084102,-2.45116109164094
"TPPP",1.10159255272277,-0.500779079648335,3.26017654523695,0.00706981944200738,0.295966310782417,-2.45611591785618
"ZNF469",-1.98123827120305,3.63934363774966,-3.53632430278403,0.00427575617027482,0.235082199440702,-2.45656005409891
"DTNA",2.05601608892732,-5.34414360666072,3.10895494209202,0.00932541111484744,0.335915778822328,-2.46292232998306
"LOC100289390",0.629670726049132,2.79915341218248,3.42553208700421,0.00522874145892021,0.256331298452899,-2.46812332952903
"C5orf53",-1.86946436350821,-5.90207778896852,-3.11169548811595,0.0092786746861449,0.334955806637378,-2.47046177009674
"MPHOSPH9",2.08354341163806,-4.52404239472243,3.09702829983755,0.00953157968558731,0.3399235196264,-2.47250081438745
"LOC100287375",-1.07493283064578,0.425086850450754,-3.34172739194295,0.0060914085361294,0.278978939769379,-2.47334028712849
"LOC643327",-0.779288457170566,2.28809838766637,-3.40443203005846,0.00543348502031894,0.262081079677284,-2.48361138808392
"LOC283267",2.42960919101012,-2.64159880252317,3.09175920255193,0.00962411826360687,0.341835248877768,-2.48429190630946
"LOC100131031",1.75025404333672,-0.484455575128964,3.21469760845825,0.0076831623148902,0.310366744145546,-2.49038458068338
"KIF18A",2.24653008516543,-5.5450815788275,3.09126283680962,0.00963288213887644,0.341835248877768,-2.49107079267396
"GHDC",1.21106307583354,-2.08507973743685,3.11130022003099,0.00928540088600285,0.334955806637378,-2.4935458268086
"E2F1",0.941082495642691,-1.27425746937035,3.16812058538383,0.00836716470500681,0.327259261028433,-2.49578097560938
"HIST1H2AH",1.92396500517623,-0.672471284401101,3.18628796307186,0.00809333950774911,0.321379291468644,-2.50330461652275
"RPA2",1.39882326719159,-2.75479148919868,3.09087564392571,0.00963972402204069,0.341835248877768,-2.5050168021489
"SPDYA",1.83421335063619,-1.72148663303584,3.10517464622141,0.00939026827496667,0.336800308900843,-2.50980053095522
"MIRHG2",-1.67161506418499,-4.77681315851645,-3.06185413112462,0.0101667060108767,0.354505544365353,-2.51144383769463
"IFI16",1.0059397945139,-0.226202939346799,3.18990266431663,0.00803994605988602,0.319951567726036,-2.51764847741556
"GEMIN4",-0.600287815147941,0.166968078923057,-3.30265829758436,0.00654172503468847,0.290972953582633,-2.51992914865428
"ELL2",-1.409997139049,-0.449826530067777,-3.24367264424829,0.0072864507502961,0.2999648715282,-2.52295260504342
"HIST1H4J",3.097180383534,-4.81329158307374,3.08595743368401,0.00972705770515954,0.344445005262789,-2.52594897534342
"SDF2",-1.31834368889192,-1.5991219905968,-3.12683804128228,0.00902465765315275,0.332991542713482,-2.53105444991838
"LOC100130071",1.9387561243363,-5.30602751913687,3.05683701342029,0.010260700843993,0.355712778453199,-2.53756128069986
"NCAPD3",1.34151235267751,-1.52699354247298,3.12408093097333,0.00907038108473883,0.332991542713482,-2.53958630952843
"BNC1",1.62568208858585,-6.13583463337018,3.05247086713477,0.0103432099035691,0.355712778453199,-2.54079517633771
"NSMAF",0.753104441701485,-1.31447101663955,3.15010873241507,0.00864787706736347,0.330247584585533,-2.54265223003998
"C21orf125",-2.84626643120615,-4.10000125390042,-3.0529534037645,0.0103340585346039,0.355712778453199,-2.54393896140517
"CHAD",1.59216547434164,-1.31714523519505,3.1059877335773,0.00937628021209933,0.336780402861808,-2.54552317506154
"HIST1H2BM",2.3263615020175,-0.834038463881727,3.14303767858358,0.00876065784523618,0.330247584585533,-2.54964807358046
"PER1",2.62997074708979,-1.90000660175468,3.06907823496598,0.0100328811133711,0.351796311039618,-2.55087919032448
"LOC100288756",1.5235909008427,2.48240487667173,3.35848467379909,0.00590803124392134,0.275829145840506,-2.55149131794597
"C8orf81",1.03256810991739,2.46191559037071,3.36096613807336,0.00588135712578094,0.275096090485922,-2.55422108740288
"C19orf26",-1.75806204976866,-0.571898885114518,-3.21458158007215,0.00768479406557002,0.310366744145546,-2.5589440758532
"KRT34",-1.58209436680508,-2.69450703489898,-3.0975296899244,0.00952282079684638,0.3399235196264,-2.55929792315528
"SLC39A8",-1.59878137952227,-2.05076968432883,-3.10706773345462,0.00935773270743836,0.336596437171,-2.56237560949928
"PCDHGA12",0.821772504051796,-1.9408703689063,3.08441803070382,0.0097545563870736,0.344931570070976,-2.56630321933489
"DBI",0.732196577254165,-1.08859570009628,3.16465275045761,0.00842048656391181,0.327302354486563,-2.56709772126058
