"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LYRM7",-2.4517876895024,-5.16176247012946,-2.74143101276393,0.0182979235293102,0.448636000683914,-3.05700833948111
"GPRASP2",1.11603032920321,-2.00340265568721,2.81889693558291,0.0158766775990435,0.422568341623866,-3.05704497608389
"KIAA1217",1.25191703107558,-0.789457121536805,2.84450495490456,0.0151484012995026,0.415333393405728,-3.05719654512402
"LOC440297",2.24212627715862,-5.16398637659256,2.73851070872938,0.0183960196297039,0.449081410064564,-3.05830115008566
"KIAA1755",1.02166902963576,-1.76323149599645,2.76532531925512,0.017514480904029,0.441173098044999,-3.05861679058527
"HIST1H4D",1.59330759234755,-1.45735208302471,2.81919573625225,0.015867982562883,0.422568341623866,-3.06043222033889
"C13orf33",-1.51020178351876,-0.485300213415356,-2.97282016169591,0.0119708372553673,0.37994966235568,-3.06192152004136
"GUCY2D",-1.62168820644323,-6.67605382059764,-2.76354066943393,0.0175718307538496,0.441424024431622,-3.06235482223088
"C9orf21",-1.74642449958512,-2.95286348826951,-2.72183216423793,0.0189663097313411,0.453352624843516,-3.06736251592863
"LOC100287100",0.957302080075776,-1.02794854980815,2.85697703422346,0.0148058250698306,0.411983174612346,-3.06847761944701
"HNRNPCL1",2.184090671678,-3.48607461759823,2.71449099956011,0.0192228272456854,0.455946548606034,-3.07012062418441
"MAPK8",-2.12890003700314,-3.84185030373383,-2.71512128537622,0.0192006698482783,0.455946548606034,-3.07079147382653
"LOC100287332",2.8312242304862,0.46132426048093,2.90318197735008,0.0136025579477973,0.399800387232386,-3.07094078114994
"ZNF438",2.15751881393794,-5.12464240891064,2.7318589518125,0.0186214035300406,0.449766096244363,-3.07239031474184
"LOC388588",-1.38109473547091,-5.80350842619619,-2.77417313244925,0.0172328809818456,0.435529797475655,-3.07349208920882
"CBX5",0.80421361940271,-0.519674148609324,2.92034974333978,0.0131807516354756,0.395280651020344,-3.07522906695623
"C9orf71",2.16141785718482,-5.77781522560692,2.72924144488587,0.0187108396048756,0.450464991262099,-3.07660762264501
"SH3RF2",-2.23549274224909,-4.85456345143538,-2.71473314817995,0.0192143116426763,0.455946548606034,-3.07975359567317
"ARFGAP3",-0.985857519554537,-1.17497795688398,-2.87464565259823,0.0143336674491306,0.406965937918254,-3.0822220809888
"DCPS",1.51912857498385,-2.15936309658578,2.75509545477298,0.0178457488332191,0.4429809594036,-3.08430060312227
"C17orf48",1.15464138781026,-1.72130300857048,2.79543454894556,0.0165743980665662,0.433666469013202,-3.08540578170429
"SNX12",1.07136678237821,-2.76568850559376,2.75249693213313,0.0179308779831712,0.443670980652962,-3.08566533236598
"PLCE1",2.76541047158074,-4.54451954965687,2.73479741313954,0.0185215040939698,0.449588066769388,-3.08686731317388
"BBC3",1.46409729131698,-0.88507473350398,2.80602678776109,0.0162557190750146,0.428996982031254,-3.08730648936234
"KRT76",-1.10461253752008,-6.78171798731239,-2.78180702885888,0.0169935229068311,0.434739400813432,-3.08897016432605
"LDB2",1.6131800806458,-0.677681429665889,2.84331639587267,0.0151814564723458,0.4155177895395,-3.08999059887774
"HSPB8",-3.0710624917812,-4.48533582771276,-2.73265814084356,0.0185941807602755,0.449766096244363,-3.09001713036195
"TMEM178",-2.24904562933286,-5.4302710859214,-2.72134351284699,0.0189832788660101,0.453352624843516,-3.09022111579906
"ANKRD10",-0.944100693772491,-2.31260372323569,-2.7910714326134,0.0167074616450732,0.434302206832118,-3.09175521050599
"KIFC1",1.40605002699371,-0.892869657211825,2.84863546780398,0.0150340825082434,0.413742571420603,-3.09189233414265
"LOC100288290",1.87169859264766,-4.45457013081101,2.69989468324002,0.0197430698931553,0.464768549569292,-3.09628010874382
"HMGB1L1",1.76015423073749,-2.41738022701321,2.73271397384492,0.0185922803912801,0.449766096244363,-3.10055601612356
"LOC728531",1.20927563244951,-5.23759603837946,2.75628631864676,0.0178068691446979,0.4429809594036,-3.10306372006682
"LOC100287465",-2.55426507919254,-3.62074782922615,-2.69926721401164,0.0197657428289152,0.464865795932207,-3.10379096121898
"OBFC2B",0.890491206105341,-1.73897636223991,2.80939178184512,0.0161557574735913,0.427709604667802,-3.10619690378156
"ASPM",1.272274956988,-2.30423103370233,2.72901321615132,0.0187186579027848,0.450464991262099,-3.10622255976217
"LOC100288589",-0.984165573244162,5.03223233307358,-3.24858791016176,0.00722123907650125,0.298259777408505,-3.10651538429756
"PANK2",-0.988058096647487,-1.00769818681695,-2.86539087832989,0.0145790824648451,0.41054482220298,-3.1067478549502
"C14orf80",2.00375865646641,-2.51572124722986,2.70239409482178,0.0196530105754513,0.463481714713921,-3.10778613064296
"SSBP4",1.03929298531704,0.307445048599506,2.93605732094511,0.0128062679807829,0.390345325536312,-3.11066451911904
"LOC100287522",-1.73183376270702,-1.70702432462816,-2.82415539258266,0.0157243462477753,0.422082531882201,-3.11262793955753
"KCTD13",-0.950629867076493,-1.31901579882518,-2.84991317700073,0.014998893813125,0.413682361703913,-3.11675076347453
"WRAP53",0.97963304965749,-0.146903371903399,2.88382150118904,0.0140944068465794,0.40561254108278,-3.11879903653546
"MAP7D2",1.82842260840653,-4.23448909908538,2.67831113160131,0.0205378891486769,0.471093704342615,-3.12004693266917
"LOC100130311",-1.40476010618646,-3.13768099497653,-2.68493080068666,0.0202908238266456,0.469862569482875,-3.12149598863353
"FLJ31945",-0.799867939133998,-1.40748521242394,-2.7949759397336,0.0165883348802864,0.433666469013202,-3.12304872153167
"LOC100288879",1.04844311543148,-1.51923443108598,2.80823068753583,0.0161901802087901,0.427905201858755,-3.12340962192543
"GJA3",1.37864047377292,-6.59456099250855,2.73351957939756,0.0185648816179321,0.449766096244363,-3.12344683095111
"PDE3B",-1.15386055293881,-6.78171798731239,-2.76081628789739,0.0176597375709153,0.441937409778125,-3.1241018502317
"LOC100127944",1.12944412689449,-0.538991932820294,2.80193857274596,0.0163779908304296,0.430411538899057,-3.12436508568691
"CCDC84",1.26624662910304,-2.01991665878854,2.73617378307149,0.0184748936756455,0.44939345015445,-3.12462981139024
"GPATCH4",-0.772853577789932,-0.279135262697518,-2.91245705938142,0.0133730268309261,0.397245445116288,-3.12797328011397
"CLDN20",2.44466776732622,-2.18969143940962,2.69480158134784,0.0199278469294599,0.466864750395107,-3.12805048960235
"LZIC",-1.73795556111473,-4.1883564587246,-2.67126551224244,0.0208041070694112,0.473732759615992,-3.12867212850396
"TMEM59L",-2.31443685301506,-6.07364224642741,-2.69316856287356,0.0199874527873509,0.467013447187023,-3.129375223156
"LOC100287479",0.710737350103636,2.17440294836921,3.03291684324103,0.0107209806588149,0.361163118342622,-3.13011760098658
"PTHLH",-2.79095803002588,-3.95392410658392,-2.69247274543971,0.0200129037769531,0.467172728670384,-3.13028200225967
"NCRNA00171",-2.01680232029472,-5.23842029340287,-2.70192397031853,0.0196699192076747,0.463481714713921,-3.1323890512452
"CSRP1",-1.41961788175615,2.10860504787924,-3.06078854096509,0.0101865970438989,0.35470579789943,-3.13682416068406
"LOC100289148",1.27745687476515,2.07423737828774,3.01391353419623,0.011101373339088,0.366077368916015,-3.13767210264668
"TFRC",-0.877357598042877,-0.186441217958619,-2.91433310879059,0.0133270719946936,0.396820691186417,-3.13864768990934
"ZNF786",0.973271541933843,-2.74233061797821,2.71528311713556,0.0191949847981563,0.455946548606034,-3.14141812092719
"C12orf66",-1.14078422520515,-3.66535114757171,-2.66365625061317,0.0210954380007443,0.475546202660097,-3.14261379055346
"LRRC39",2.2238951389982,-4.97073843509658,2.68636320044003,0.0202377490656371,0.469362263482505,-3.14375595455309
"JPH1",-1.34444718980702,-6.73258694770131,-2.73083347167451,0.0186563921365946,0.450177485328742,-3.1453690909084
"HIST1H2AD",2.19105304343232,-3.76350662192996,2.67304488969064,0.0207365545568109,0.473343170693046,-3.14547927296513
"PTGER4",2.32982696858301,-4.19370202549255,2.6835931687151,0.0203405109658462,0.469862569482875,-3.14704110609445
"LOC100130800",-1.45144684411006,-1.48141890529368,-2.86154454686974,0.0146823043554316,0.410865317097067,-3.14965376860207
"MND1",1.75655866882305,-5.84554466186486,2.69385250950024,0.0199624670904054,0.466864750395107,-3.1534972752747
"C7orf49",1.09886614720598,1.62527386626126,2.90834287540857,0.0134743601874862,0.398837879882488,-3.15564992073125
"TINAGL1",-3.3952632467559,-1.36739253924225,-2.77838488437733,0.0171004130058888,0.434754209272979,-3.15611416443491
"ATP6V1B1",2.03007834083782,-6.00033986819068,2.68125988112409,0.020427469374214,0.470674140449713,-3.15699196200641
"LOC728554",-2.68235410790923,-5.53767949133492,-2.68439194669189,0.0203108254815284,0.469862569482875,-3.15865514458258
"GAS5",2.00035866580225,-3.60643737772236,2.66054973614987,0.0212155258092161,0.475546202660097,-3.15908448272666
"SPIN2A",-1.81882237466836,-3.75038873365862,-2.64860475777623,0.0216835754226151,0.47812985247248,-3.15948922052818
"C14orf159",1.55148095058935,-2.76666348574886,2.65833902862102,0.0213013939374348,0.475977938864019,-3.1595694169208
"GNAO1",0.980697383622176,-5.0176477610235,2.73950919554929,0.0183624210612724,0.449081410064564,-3.15958284498745
"DCST1",2.70344168287926,-3.3425837264183,2.67980029779253,0.0204820521010756,0.470674178025726,-3.16031879151364
"CKAP2",1.35357842323284,-2.40620346655574,2.68941118365975,0.0201252668375582,0.469109496277399,-3.16357592395436
"SLC12A3",0.980697383622176,-6.14773298702393,2.73645711634367,0.0184653130627036,0.44939345015445,-3.16468155295191
"GTF2H2B",-1.38109473547091,-6.5286607017644,-2.71886750394105,0.0190694925736522,0.454459361515241,-3.16518410033968
"LSM2",1.93161300955218,-3.97640021450457,2.65331801984308,0.0214976914053383,0.47812985247248,-3.1656078023653
"NOVA2",1.77630488600142,-3.34205388402856,2.64686666748803,0.0217525211204251,0.47812985247248,-3.16793135184159
"CARKD",-1.06042573556913,-0.506696895697302,-2.86348279802314,0.0146301979880826,0.410865317097067,-3.16972072567026
"TUBE1",-1.54691983561763,-3.78171519848752,-2.648206112859,0.0216993696618761,0.47812985247248,-3.1702389564352
"THRSP",2.2810431605202,-4.64738769335803,2.6546542260931,0.0214452790833768,0.477915192799413,-3.17852076203798
"CCDC116",-1.38109473547091,-6.57779174137548,-2.70945192308249,0.0194008832655424,0.458867494670202,-3.18076608232957
"SEMA3F",-2.58362286927287,-5.29226412730571,-2.66552326996341,0.0210235870900786,0.475387127856791,-3.18118823460918
"SLC4A7",-1.17947339186313,-1.44058826646928,-2.78765332027073,0.0168124443900539,0.434302206832118,-3.18491522135651
"C2orf88",2.05589502681789,-3.52609631518988,2.64037506864268,0.0220119369017344,0.480715392041274,-3.18515414693215
"LOC100286919",1.3791559184435,-6.59456099250855,2.69527110553173,0.0199107415569766,0.466864750395107,-3.18639370229786
"HAND2",0.74866506966124,-0.860014533940951,2.82087551485986,0.0158191892869338,0.422568341623866,-3.18651923429437
"CYP2A7",-2.39012623197432,-3.70303455568346,-2.64207455850217,0.0219437299888245,0.480062176745043,-3.18701121874091
"RAMP1",-1.86566229547688,-6.16253716200909,-2.67236907502765,0.0207621858006801,0.473343170693046,-3.18841314986974
"AIM1",1.51031842219616,-3.2997306337014,2.62771065553285,0.0225268073321891,0.484209885617896,-3.18932107151197
"CDC42EP4",1.4169510368987,-0.154338098858511,2.83991776466941,0.0152763724211069,0.416750743166019,-3.19042200301025
"ARHGEF6",-2.47295644127881,-5.10948577516077,-2.65475362152127,0.0214413853501154,0.477915192799413,-3.1964220313409
"TAF1D",-1.29094531100095,-3.51221425248849,-2.64351541868355,0.0218860655581449,0.479637718189029,-3.19866033659804
"MRPS14",1.34744868036512,-3.38145058873261,2.63093058834358,0.0223947909809373,0.484017073002654,-3.20030518158755
"C1orf174",-1.52805327570292,-3.00063549873064,-2.66250610221805,0.0211398208535488,0.475546202660097,-3.20058943697062
"CCDC39",1.79683277843423,-2.87656900769492,2.63978562436482,0.0220356421317807,0.480786211568239,-3.20311847898484
"PPM1E",0.949066622246954,-2.31944776404197,2.67073238681729,0.0208243888541314,0.473764294883782,-3.2060407140634
"KLF11",1.95146245794726,-3.17584669118115,2.62344478665887,0.0227028838822251,0.484209885617896,-3.20824478303509
"OGN",2.21447070259039,-5.77041313811434,2.6457004032661,0.0217989046596869,0.478564219547295,-3.21156436330575
"LOC100126784",0.638405384425779,3.62061690756327,3.07116242322129,0.00999460202925297,0.351537490349212,-3.21292035195314
"SLC27A1",-0.754820989168148,1.22447546805913,-2.93563144815117,0.0128162796940599,0.390345325536312,-3.21376434093099
"NMNAT3",1.51038087925787,-6.17190432564957,2.66768449139188,0.0209407147156435,0.474325568135648,-3.21936895801216
"CRIP1",1.68912739452487,-3.90536139329934,2.61395281727902,0.0230995312513574,0.487425128841065,-3.22019411814914
"SFI1",0.636629056527583,-0.594585108596523,2.81187976762281,0.0160822409983028,0.42666440642164,-3.22620215306319
"KDR",1.77865308106763,-4.31717928923862,2.64862593779265,0.0216827365904315,0.47812985247248,-3.22678023685231
"LOC100287726",0.838120550825225,3.6160548244197,3.05076540943977,0.0103756193866712,0.356338566634568,-3.22737331558443
"LOC100129411",1.38520138155172,-2.2196587568136,2.63472225207336,0.0222403075783622,0.483177427467174,-3.22761141233184
"PHF6",2.91806566171285,-4.31205097220134,2.64753077425776,0.0217261522646398,0.47812985247248,-3.22763794413266
"GPR39",1.02428122393288,5.16475038825095,3.1499829437807,0.00864987050579777,0.330247584585533,-3.22969546084684
"HIST4H4",1.25582247080815,-0.71373726688175,2.78986628114373,0.016744401887199,0.434302206832118,-3.23014240260569
"LOC100288973",1.80812144629427,-4.72153191214994,2.62276948755528,0.0227308808635658,0.484209885617896,-3.2311301762126
"ZNF22",2.25127087468674,-3.56437602330991,2.62147639311775,0.0227845853874475,0.484209885617896,-3.23313900637535
"ROBO4",1.75172653572993,-0.844473093849558,2.72312780991014,0.0189213890099599,0.453352624843516,-3.23389497738697
"LOC729683",0.895328838318595,-1.13210343907006,2.7526756925278,0.0179250088415213,0.443670980652962,-3.23487588863376
"LOC729421",-1.58912098878126,-5.57318693517054,-2.6588788076983,0.021280396388909,0.475932932976216,-3.23759765682379
"ACTG2",-3.4719931431595,-4.88450841337304,-2.62990774899786,0.0224366445746243,0.484209885617896,-3.237792522341
"ALDH1B1",-1.33341024430159,-1.30207859854696,-2.80974114945701,0.0161454140611062,0.427709604667802,-3.24092035787465
"AGAP10",1.65291870613844,-5.83434835271059,2.64678367215829,0.021755818722488,0.47812985247248,-3.24111702875993
"LOC100288163",-2.10716062463529,-4.56221695920543,-2.60975374580766,0.0232771620399355,0.489993055838139,-3.24185816085305
"LGALS7",1.40302684767912,-6.70022515922329,2.66056007806853,0.0212151249104784,0.475546202660097,-3.24339223933647
"LOC100288985",0.774759487022633,7.91104223065128,3.32094759693299,0.00632685850610215,0.28505566930783,-3.24574156151569
"CDON",2.0373147280015,-6.52125861427182,2.625519061328,0.0226170987446968,0.484209885617896,-3.24654624656495
"PLA2G4C",2.35015762231053,-4.67873835233697,2.62218926254472,0.022754963263605,0.484209885617896,-3.24979767754405
"LOC100130128",-2.90409815831771,-4.37137034962014,-2.63210042069447,0.0223470165494176,0.484017073002654,-3.25006941444394
"COL13A1",1.28722686080507,1.88088219303482,2.93079321893221,0.01293057046894,0.390452792382266,-3.25041078107269
"RLTPR",0.979495044771313,-1.77421089861202,2.72516786124618,0.018850872204063,0.4522585808881,-3.2534286145134
"C3orf55",1.45712220041561,-6.47952966215332,2.64780928477419,0.0217151031498006,0.47812985247248,-3.25559917067477
"LOC100288379",0.629739019804155,1.28650409088819,2.90556214174375,0.0135432837419015,0.399548277707722,-3.26211863250891
"LOC100288600",-0.822078502408226,-0.289473160564466,-2.8189815554339,0.0158742146993091,0.422568341623866,-3.26317121036441
"MTHFD1",0.694368348081044,0.0566669708793765,2.83183344616834,0.0155045254112267,0.42023130441607,-3.26436560659631
"SNX15",1.52719932465529,-2.0613059275382,2.65927696618502,0.0212649209675132,0.475932932976216,-3.26543545618847
"LOC100286995",-0.586419104606845,6.87695843192145,-3.27788372789798,0.00684463912697821,0.293336662482856,-3.26553904411422
"LOC729707",-2.08014903560226,-6.22843745275324,-2.60285884645972,0.0235717420510439,0.492883356932211,-3.26584762404314
"MCAM",-1.69963664857903,-0.393695384558123,-2.81479174089765,0.0159966178871925,0.424842380349367,-3.26645679429702
"EYA2",-1.10461253752008,-6.78171798731239,-2.67517703399349,0.0206558939236148,0.472935083615477,-3.26699735261943
"OTUD3",-1.28315930906727,-1.94909411804527,-2.75208733985572,0.0179443330693671,0.443670980652962,-3.26830709993027
"DNAH17",0.65146214616267,2.17685178378363,2.95037374776886,0.0124742152600317,0.38610006269661,-3.27013783930193
"C15orf55",-1.80064029094374,-4.84476996998523,-2.59637736171289,0.0238519894010359,0.496594514624829,-3.27068621366212
"LOC100287290",-1.64732919484354,1.54032851740376,-2.94319166958643,0.0126397056696571,0.386586984857302,-3.27219156467018
"STIL",2.11578816460297,-4.95667323051462,2.58160215588103,0.02450309804625,0.500307004737116,-3.27911514136394
"IGDCC4",2.00106367779547,-5.01453176968993,2.60366277033281,0.0235372076181725,0.492572063602006,-3.2828999526826
"OR5B17",-1.14484794279655,-6.78171798731239,-2.66505904033002,0.0210414301110779,0.475387127856791,-3.28382852635324
"C2orf74",1.75019481445063,-4.15611688077052,2.56802737643064,0.0251166208459029,0.506779054096663,-3.28724874837263
"OPRD1",-1.10461253752008,-5.91884704010159,-2.66175484506005,0.0211688605587383,0.475546202660097,-3.28932246165884
"HIST1H2BB",2.72022267825892,-3.96988065861319,2.60604860751421,0.0234350101226642,0.492076330640966,-3.29279393870494
"KCNAB1",1.22115510462177,-0.117053262322688,2.80799147324479,0.0161972811839958,0.427905201858755,-3.30306634188937
"CACYBP",1.327970985377,-1.35509668707238,2.67672530258327,0.0205975154399253,0.472029533450062,-3.30800199308434
"APOBEC3G",1.80418996276694,-4.29588566361676,2.5706455717695,0.0249971314359219,0.505405711475806,-3.30970593152957
"LOC730202",-0.609628316016226,-0.766257973326278,-2.78888105160402,0.0167746612302833,0.434302206832118,-3.30972724609446
"HIST1H3E",2.75292623448369,-4.66216376001556,2.59556249546995,0.0238874529040218,0.496594514624829,-3.31267018309437
"LOC647086",-2.20759876794213,-5.23921299745355,-2.57580400405325,0.0247633351002901,0.50311310721181,-3.31269173823056
"LOC100128416",1.75844903752508,-2.66568962212859,2.59071822887281,0.0240993471929601,0.497817849628825,-3.31271011521366
"KLKBL4",0.855227857765844,-2.29231892678846,2.66157438651254,0.0211758419939988,0.475546202660097,-3.31382544560614
"LOC100287300",2.52701262032198,-4.56352844380076,2.58321903427079,0.0244310065885405,0.500307004737116,-3.31680286487101
"C6orf173",2.46690621117795,-4.57430962758789,2.58154871185147,0.0245054844967165,0.500307004737116,-3.31991836105004
"FBXL13",0.989519234809297,0.213239667813851,2.79336918808119,0.0166372546687174,0.434040178771502,-3.32052750931291
"TAPBPL",0.951208940979207,-1.01790867990356,2.70495876274667,0.0195610211046395,0.462219001050345,-3.32198262691929
"CBWD1",1.94458925878624,-4.75021579456445,2.56380023655876,0.0253107191458275,0.50745349009664,-3.32257195430824
"SILV",-1.73132524421549,-3.17917597804386,-2.55557244826789,0.0256927292067475,0.508727747537501,-3.32298868987125
"LOC100132213",-1.53753772252753,-2.86346240781232,-2.59371674734821,0.0239679721655882,0.496613710773677,-3.3238151161822
"LOC100129478",2.61021453130052,-4.92408553548673,2.58002382434209,0.024573671625068,0.500883313114622,-3.32569542196456
"SLC26A10",1.42941561511017,1.35564779604375,2.83606898175739,0.0153845724013112,0.418336892270362,-3.32711824619689
"HIST1H2AB",1.99366515193282,-2.19935722578802,2.59011908539652,0.0241256820642387,0.497817849628825,-3.32780929645489
"CLIC3",-1.07889179660801,-2.74414025260777,-2.58510358199798,0.0243472426003679,0.500022677095892,-3.32957576976271
"LOC100288693",1.66930939166479,0.544550576981547,2.78671385039431,0.0168414133215149,0.434302206832118,-3.33421598244782
"SNX5",0.665819775463763,-2.14136020874922,2.64667724789836,0.0217600479307208,0.47812985247248,-3.33525605866335
"POU3F3",-1.66230760652972,-6.4888968257938,-2.59427513771764,0.0239435848309292,0.496613710773677,-3.33913433386323
"KLHL11",-1.67109989509263,-2.36820616165882,-2.61768658769284,0.0229427009718895,0.485807817623514,-3.34277790470104
"LOC220930",1.44082777905549,-1.65084797114334,2.62298662514219,0.0227218749409891,0.484209885617896,-3.345727065196
"CMC1",1.57550374975711,-4.13967004405503,2.52993799621049,0.0269193730395439,0.516765391634307,-3.34727071915615
"C6orf217",2.73434778699649,-4.60251539218104,2.57089457485748,0.0249857964058267,0.505405711475806,-3.34846409323914
"KIF4A",2.22557941746479,-2.81787200227435,2.53873554072129,0.026492090698426,0.5135195849598,-3.34886364201213
"ERRFI1",-1.31906642486569,-1.7027350432327,-2.71268873980377,0.0192863241689613,0.457020258260898,-3.35233093915183
"LOC100128979",-0.65060316549494,4.56863510041332,-3.07015919235031,0.0100130094360094,0.351591259902229,-3.35386678661778
"GALNT1",-1.09770596847066,-1.8722206096017,-2.67410255726133,0.020696503505497,0.473010109780536,-3.35522942422966
"HIST1H2AM",2.00076548184135,-0.973391216523913,2.63762821879701,0.0221226189394275,0.481804983427849,-3.35545631954332
"LOC554202",-0.969568043379407,-1.48823735622042,-2.68080397266673,0.0204445031689896,0.470674140449713,-3.35563562863744
"ERH",1.93144426921705,-2.85646401971961,2.54199438690921,0.0263354995909032,0.512921934988564,-3.35632029139741
"TANK",-1.19197445796452,-3.18101419525033,-2.51317623331681,0.0277521413671036,0.521569667327327,-3.35638790382212
"LOC100287703",-2.33406340619854,-5.32845603010904,-2.54405847332418,0.0262367857081165,0.512921934988564,-3.35883463678788
"OSTF1",1.6609065976787,-1.92327049081364,2.60416994498363,0.0235154462602667,0.492527780443732,-3.35987908180503
"LOC100288489",0.660595661890637,0.0747077175584664,2.78211486889188,0.0169839400892362,0.434739400813432,-3.36013534099599
"UBE2C",1.31555372936497,-1.13279753927989,2.67409196023578,0.0206969044086493,0.473010109780536,-3.36066470290742
"C7orf36",-2.34241340493276,-4.60361103809099,-2.53672894923204,0.0265889612120267,0.514372596320521,-3.36078131776561
"HMGXB4",1.58019036764619,-1.95681350781412,2.59383151264161,0.0239629578807076,0.496613710773677,-3.36444054208979
"DIRAS3",-2.07721451610317,-3.44216765643163,-2.57247683686524,0.0249138866132861,0.50530604021155,-3.36621065878943
"C11orf66",-1.96275675049408,-5.84000761254969,-2.55618412833722,0.0256641365534735,0.508727747537501,-3.36705506892425
"SIDT1",1.51038087925787,-6.04206882030918,2.57624855392693,0.024743287117548,0.50311310721181,-3.36832322844498
"MED1",0.739464415082062,-0.246561403764192,2.76299663548961,0.0175893502615448,0.441424024431622,-3.36874956876825
"ACSL1",-1.41033450210458,-2.3639445025187,-2.63127898426955,0.0223805524679694,0.484017073002654,-3.37122250051892
"BEX4",2.66698678056533,-5.45960908577085,2.55535218671137,0.0257030328333931,0.508727747537501,-3.37149997418488
"LOC645955",1.5354875178819,-2.56189248151285,2.55735922809559,0.0256092943611042,0.508727747537501,-3.37222594760316
"HOXC5",-1.42754474184157,-3.81203183196602,-2.51106938543833,0.02785857477745,0.522332277463194,-3.37237247451059
"LOC729852",-1.96473897313575,-3.57606065492215,-2.51749966749175,0.0275349698468035,0.520631727226615,-3.37270015603635
"ZNF28",-1.51651885715275,-4.96533834965563,-2.53598407140104,0.0266250089413704,0.514661217555202,-3.37305320731078
"EFNA5",2.14648733145607,-3.54609796083386,2.52714849136721,0.0270562529324264,0.517807112418979,-3.37466095117613
"CD300LB",2.73094986091425,-6.01576157126445,2.55462957923312,0.0257368640806106,0.508727747537501,-3.37588775908552
"PASK",2.14876725461054,-4.43941393499989,2.53671654653633,0.0265895610399025,0.514372596320521,-3.3760088431231
"CNN1",-1.46951739964884,1.64866455657684,-2.91067316915391,0.0134168707982788,0.39760563567807,-3.3762259136247
"HSPC157",-1.60692364781121,-3.92061888689908,-2.50538029904772,0.02814796507894,0.524495063122156,-3.37894336113939
"SCGB3A2",-1.19927601236643,-2.91407856946603,-2.57212115757879,0.0249300336758607,0.50530604021155,-3.37899976440136
"ENC1",-1.22802143333589,-0.397716441451066,-2.77679910763135,0.017150170035937,0.434754209272979,-3.3791921824969
"RLF",1.64452607601948,-2.83103128058798,2.55884257770422,0.0255402295651687,0.508727747537501,-3.38041327131109
"KIF21A",-1.18728303448877,-2.82832347120065,-2.56150174900354,0.0254168738372266,0.508727747537501,-3.38082854517716
"C1QTNF2",2.08578574371527,-3.03905310501131,2.51463706982183,0.0276785757069827,0.520631727226615,-3.380984683564
"ZNF566",2.01217639737792,-5.71492079416468,2.5417818999174,0.026345682231354,0.512921934988564,-3.38181079000231
"CEACAM5",-1.10461253752008,-6.62692278098656,-2.60514953648425,0.0234734707155209,0.492471451304456,-3.3832341134189
"LOC100131635",0.917458702903176,0.833250487674405,2.80440583413071,0.0163040903998833,0.429369590772556,-3.38336090371001
"LOC100287311",-0.937408415582931,-2.51165496158106,-2.62282677771276,0.0227285043768938,0.484209885617896,-3.38393005354257
"LOC644548",-2.43149216844659,-4.91573264075591,-2.53394609659724,0.0267238788667187,0.514706575041033,-3.38408667142557
"ZNF93",1.75655866882305,-6.19236776047384,2.55034197543799,0.0259384989841565,0.511097676423618,-3.38524727697681
"MLF1IP",2.14280739061272,-2.01216079265004,2.56899956287028,0.0250721870693677,0.506514747797033,-3.38546468654226
"KRT13",-3.00421226886866,-4.96819941413807,-2.5448370194758,0.0261996460288645,0.512921934988564,-3.38929092330833
"MFSD9",-1.92405569392873,-4.08259908192592,-2.50320449385092,0.0282594151236877,0.524495063122156,-3.38956829293157
"LOC100288367",1.65528298899821,-1.37871740674388,2.59326218880398,0.0239878426766751,0.496613710773677,-3.39014554382774
"SPATA5L1",-0.871849350158801,-1.50303507163189,-2.64923626817335,0.0216585782229504,0.47812985247248,-3.39260848897939
"LOC100287052",0.76193364849001,0.582093336425133,2.77719499378658,0.0171377348722216,0.434754209272979,-3.39503121154279
"ARAP2",-2.69325697803661,-5.85294674935744,-2.53407094128362,0.0267178118898185,0.514706575041033,-3.3957357529752
"SMC2",2.05497251054648,-2.76225315221776,2.51890699755526,0.0274646357938834,0.520631727226615,-3.3973245585273
"TPSB2",1.51038087925787,-6.15513507451651,2.55337687303963,0.0257956167512951,0.50882919557177,-3.40541845184416
"CDT1",0.748422246074022,0.0691796392609687,2.76029100341093,0.0176767367494071,0.441937409778125,-3.40573906639796
"C1orf133",-2.3686532842317,-6.27456263306241,-2.52431281581131,0.0271960939470478,0.518877666171864,-3.40610153574922
"ADAMTS9",-1.11763940179642,-0.622502112527805,-2.72086791877948,0.0189998089605423,0.453352624843516,-3.4084336246192
"HOXD1",-0.757748237889075,-2.11452060542389,-2.61639769931486,0.0229967199900789,0.486445354006899,-3.40898213695187
"OR10A3",2.08911417212925,-6.02276837916285,2.51673653455876,0.0275731822562563,0.520631727226615,-3.40961279889767
"SYT11",0.743198948163908,-0.942854925662345,2.63723025766645,0.0221386997291246,0.481804983427849,-3.41029722041446
"CCNH",-1.61412724026779,-2.8738006005534,-2.54897219079179,0.0260032410073468,0.511716840891046,-3.41147969187694
"VIL1",2.03369653441966,-5.88648525162357,2.52166689898748,0.02732721235905,0.519424216113527,-3.41245199020451
"LOC100129362",-0.813348462613705,4.4782539498365,-3.06621901699995,0.0100856345388444,0.352672798461002,-3.41500015924996
"CGGBP1",-0.656304363319488,-1.65406996356343,-2.62246550892191,0.0227434944600039,0.484209885617896,-3.41610743683745
"GNPDA1",1.25302098947227,-2.07934889917965,2.56618443390537,0.0252010639611501,0.507075340746384,-3.4174145948519
"SCAND2",0.622038937859842,1.06046273716168,2.80370353676802,0.0163250921584285,0.429471548272783,-3.41853437453109
