,V1,V2
1153,DB00213,DB01329
1154,DB00213,DB09212
1155,DB00213,DB11512
1156,DB00213,DB00296
1157,DB00213,DB00323
1158,DB00213,DB00327
1159,DB00213,DB00415
1160,DB00213,DB00418
1161,DB00213,DB00775
1162,DB00213,DB00790
1163,DB00213,DB00800
1164,DB00213,DB00851
1165,DB00213,DB00853
1166,DB00213,DB00915
1167,DB00213,DB00995
1168,DB00213,DB01011
1169,DB00213,DB01036
1170,DB00213,DB01105
1171,DB00213,DB01148
1172,DB00213,DB01215
1173,DB00213,DB01367
1174,DB00213,DB01427
1175,DB00213,DB04574
1176,DB00213,DB04896
1177,DB00213,DB05541
1178,DB00213,DB06824
1179,DB00213,DB08877
1180,DB00213,DB08911
1181,DB00213,DB09071
1182,DB00213,DB09091
1183,DB00213,DB09104
1184,DB00213,DB09135
1185,DB00213,DB09185
1186,DB00213,DB09395
1187,DB00213,DB09418
1188,DB00213,DB09502
1189,DB00213,DB11587
1190,DB00213,DB00341
1191,DB00213,DB00608
1192,DB00213,DB01137
1193,DB00213,DB01169
1194,DB00213,DB01183
1195,DB00213,DB01267
1196,DB00213,DB08910
1197,DB00213,DB09075
1198,DB00213,DB13952
1199,DB00213,DB00454
1200,DB00213,DB00813
1201,DB00213,DB09095
1202,DB00213,DB06696
1203,DB00213,DB00552
1204,DB00213,DB00314
1205,DB00564,DB00213
1206,DB00213,DB00214
1207,DB00213,DB00310
1208,DB00213,DB00606
1209,DB00213,DB00774
1210,DB00213,DB09125
1211,DB00213,DB09401
1212,DB00213,DB12766
1213,DB00213,DB13663
1214,DB00213,DB14500
1215,DB00213,DB00703
1216,DB00213,DB01395
1217,DB00213,DB05246
1218,DB00213,DB14055
1219,DB00213,DB00898
1220,DB00213,DB11638
1221,DB00213,DB00598
1222,DB00213,DB00312
1223,DB00213,DB00333
1224,DB00213,DB00909
1225,DB00213,DB01104
1226,DB00213,DB12500
1227,DB00213,DB00334
1228,DB00213,DB11837
1229,DB00213,DB00532
1230,DB00213,DB00780
1231,DB00213,DB01041
1232,DB00213,DB01095
1233,DB00213,DB06268
1234,DB00213,DB00921
1235,DB00213,DB11633
1236,DB00213,DB12070
1237,DB00213,DB01418
1238,DB00213,DB00675
1239,DB00213,DB11586
1240,DB00213,DB08864
1241,DB00213,DB00215
1242,DB00213,DB12015
1243,DB00213,DB06413
1244,DB00213,DB12612
1245,DB00213,DB15982
1246,DB00214,DB00344
1247,DB00214,DB00777
1248,DB00214,DB00830
1249,DB00214,DB00852
1250,DB00214,DB00998
1251,DB00214,DB01255
1252,DB00214,DB01442
1253,DB00214,DB04855
1254,DB00214,DB06152
1255,DB00214,DB08815
1256,DB00214,DB11428
1257,DB00214,DB12930
1258,DB00214,DB13520
1259,DB00437,DB00214
1260,DB00214,DB00204
1261,DB00214,DB00184
1262,DB00214,DB01116
1263,DB00214,DB00287
1264,DB00214,DB00275
1265,DB00214,DB00310
1266,DB00214,DB12766
1267,DB00214,DB13631
1268,DB00214,DB13757
1269,DB00214,DB13779
1270,DB00214,DB14094
1271,DB00214,DB14217
1272,DB00214,DB00381
1273,DB00214,DB00862
1274,DB12010,DB00214
1275,DB00214,DB13467
1276,DB00244,DB00214
1277,DB00461,DB00214
1278,DB00482,DB00214
1279,DB00586,DB00214
1280,DB00749,DB00214
1281,DB00795,DB00214
1282,DB01050,DB00214
1283,DB01250,DB00214
1284,DB01399,DB00214
1285,DB01424,DB00214
1286,DB01600,DB00214
1287,DB00214,DB02224
1288,DB04743,DB00214
1289,DB06736,DB00214
1290,DB07402,DB00214
1291,DB08991,DB00214
1292,DB09213,DB00214
1293,DB09216,DB00214
1294,DB11466,DB00214
1295,DB13286,DB00214
1296,DB00328,DB00214
1297,DB09212,DB00214
1298,DB00182,DB00214
1299,DB00214,DB00614
1300,DB00780,DB00214
1301,DB00214,DB01037
1302,DB00214,DB01168
1303,DB01367,DB00214
1304,DB00214,DB00241
1305,DB00312,DB00214
1306,DB00314,DB00214
1307,DB06696,DB00214
1308,DB11512,DB00214
1309,DB00214,DB00233
1310,DB00214,DB00334
1311,DB00214,DB00703
1312,DB00214,DB00625
1313,DB00214,DB01138
1314,DB00214,DB01064
1315,DB00214,DB01407
1316,DB00214,DB12100
1317,DB00214,DB00938
1318,DB11587,DB00214
1319,DB00214,DB00668
1320,DB00214,DB00959
1321,DB00214,DB08970
1322,DB00214,DB14652
1323,DB00214,DB14541
1324,DB00214,DB01047
1325,DB00214,DB00547
1326,DB00214,DB08971
1327,DB09095,DB00214
1328,DB00418,DB00214
1329,DB00214,DB00451
1330,DB00214,DB01095
1331,DB01645,DB00214
1332,DB08911,DB00214
1333,DB00214,DB00898
1334,DB00742,DB00214
1335,DB00214,DB01079
1336,DB00214,DB01593
1337,DB09104,DB00214
1338,DB01261,DB00214
1339,DB06335,DB00214
1340,DB00214,DB09022
1341,DB00214,DB09200
1342,DB00282,DB00214
1343,DB00214,DB06255
1344,DB00214,DB00199
1345,DB00214,DB00570
1346,DB00214,DB00762
1347,DB00864,DB00214
1348,DB00214,DB00877
1349,DB00214,DB01590
1350,DB00214,DB06151
1351,DB08864,DB00214
1352,DB11581,DB00214
1353,DB13879,DB00214
1354,DB12500,DB00214
1355,DB00214,DB15444
1356,DB00214,DB09054
1357,DB09091,DB00214
1358,DB00598,DB00214
1359,DB00790,DB00214
1360,DB00800,DB00214
1361,DB00296,DB00214
1362,DB00458,DB00214
1363,DB01169,DB00214
1364,DB00214,DB00158
1365,DB00213,DB00214
1366,DB00319,DB00214
1367,DB00341,DB00214
1368,DB00415,DB00214
1369,DB00552,DB00214
1370,DB00775,DB00214
1371,DB00851,DB00214
1372,DB00853,DB00214
1373,DB00909,DB00214
1374,DB00915,DB00214
1375,DB00995,DB00214
1376,DB01011,DB00214
1377,DB01105,DB00214
1378,DB01148,DB00214
1379,DB01215,DB00214
1380,DB01267,DB00214
1381,DB01427,DB00214
1382,DB04896,DB00214
1383,DB06695,DB00214
1384,DB06824,DB00214
1385,DB08877,DB00214
1386,DB08910,DB00214
1387,DB09071,DB00214
1388,DB09075,DB00214
1389,DB09135,DB00214
1390,DB09185,DB00214
1391,DB09395,DB00214
1392,DB09418,DB00214
1393,DB09502,DB00214
1394,DB11817,DB00214
1395,DB01183,DB00214
1396,DB01137,DB00214
1397,DB00564,DB00214
1398,DB00214,DB01583
1399,DB00214,DB01609
1400,DB00214,DB06616
1401,DB08881,DB00214
1402,DB11633,DB00214
1403,DB12070,DB00214
1404,DB00214,DB13919
1405,DB15822,DB00214
1406,DB11995,DB00214
1407,DB00214,DB00741
1408,DB01234,DB00214
1409,DB00214,DB14539
1410,DB00214,DB14545
1411,DB00333,DB00214
1412,DB00448,DB00214
1413,DB00214,DB00495
1414,DB00214,DB00532
1415,DB00608,DB00214
1416,DB00214,DB00836
1417,DB00921,DB00214
1418,DB00214,DB01184
1419,DB00214,DB01218
1420,DB00214,DB01357
1421,DB00214,DB06605
1422,DB00214,DB08931
1423,DB12026,DB00214
1424,DB13943,DB00214
1425,DB13952,DB00214
1426,DB00214,DB14055
1427,DB00214,DB12612
1428,DB00214,DB11689
1429,DB00214,DB01611
1430,DB08901,DB00214
1431,DB00214,DB01229
1432,DB00327,DB00214
1433,DB00214,DB00843
1434,DB01036,DB00214
1435,DB00214,DB01041
1436,DB00214,DB01065
1437,DB00214,DB01104
1438,DB04574,DB00214
1439,DB05541,DB00214
1440,DB00214,DB06268
1441,DB00214,DB07615
1442,DB09061,DB00214
1443,DB00214,DB11586
1444,DB00323,DB00214
1445,DB00501,DB00214
1446,DB00214,DB01176
1447,DB00214,DB01411
1448,DB00214,DB06413
1449,DB00624,DB00214
1450,DB00655,DB00214
1451,DB00214,DB00675
1452,DB00214,DB01418
1453,DB13874,DB00214
1454,DB00454,DB00214
1455,DB00214,DB00652
1456,DB00214,DB00802
1457,DB00813,DB00214
1458,DB00945,DB00214
1459,DB00214,DB01238
1460,DB00214,DB14185
1461,DB00214,DB12015
1462,DB00814,DB00214
1463,DB00214,DB00606
1464,DB00214,DB00774
1465,DB00214,DB14845
1466,DB00448,DB00215
1467,DB00921,DB00215
1468,DB01017,DB00215
1469,DB08883,DB00215
1470,DB01041,DB00215
1471,DB00625,DB00215
1472,DB00215,DB01104
1473,DB06413,DB00215
1474,DB09053,DB00215
1475,DB00813,DB00215
1476,DB08895,DB00215
1477,DB00215,DB00862
1478,DB00333,DB00215
1479,DB01418,DB00215
1480,DB14055,DB00215
1481,DB00864,DB00215
1482,DB00327,DB00215
1483,DB00652,DB00215
1484,DB00454,DB00215
1485,DB00802,DB00215
1486,DB00310,DB00215
1487,DB00774,DB00215
1488,DB00898,DB00215
1489,DB00241,DB00215
1490,DB00323,DB00215
1491,DB00418,DB00215
1492,DB00754,DB00215
1493,DB00777,DB00215
1494,DB00998,DB00215
1495,DB01065,DB00215
1496,DB01442,DB00215
1497,DB01534,DB00215
1498,DB05541,DB00215
1499,DB08059,DB00215
1500,DB08329,DB00215
1501,DB09011,DB00215
1502,DB09071,DB00215
1503,DB11428,DB00215
1504,DB12308,DB00215
1505,DB13520,DB00215
1506,DB13984,DB00215
1507,DB14715,DB00215
1508,DB00341,DB00215
1509,DB01176,DB00215
1510,DB01105,DB00215
1511,DB01215,DB00215
1512,DB01588,DB00215
1513,DB04872,DB00215
1514,DB04896,DB00215
1515,DB06579,DB00215
1516,DB09185,DB00215
1517,DB13256,DB00215
1518,DB13841,DB00215
1519,DB00312,DB00215
1520,DB00843,DB00215
1521,DB00344,DB00215
1522,DB08815,DB00215
1523,DB12930,DB00215
1524,DB00215,DB03374
1525,DB09418,DB00215
1526,DB00215,DB01583
1527,DB00215,DB00451
1528,DB00244,DB00215
1529,DB00749,DB00215
1530,DB00795,DB00215
1531,DB00814,DB00215
1532,DB01250,DB00215
1533,DB01399,DB00215
1534,DB01600,DB00215
1535,DB02224,DB00215
1536,DB06736,DB00215
1537,DB07402,DB00215
1538,DB08991,DB00215
1539,DB09213,DB00215
1540,DB09216,DB00215
1541,DB11466,DB00215
1542,DB13286,DB00215
1543,DB04743,DB00215
1544,DB01050,DB00215
1545,DB00586,DB00215
1546,DB00461,DB00215
1547,DB09212,DB00215
1548,DB01148,DB00215
1549,DB13254,DB00215
1550,DB13738,DB00215
1551,DB13844,DB00215
1552,DB09022,DB00215
1553,DB06335,DB00215
1554,DB09200,DB00215
1555,DB01261,DB00215
1556,DB00199,DB00215
1557,DB00836,DB00215
1558,DB00985,DB00215
1559,DB01137,DB00215
1560,DB00215,DB06200
1561,DB00215,DB08980
1562,DB13791,DB00215
1563,DB00358,DB00215
1564,DB00915,DB00215
1565,DB01036,DB00215
1566,DB01611,DB00215
1567,DB08871,DB00215
1568,DB11443,DB00215
1569,DB00215,DB11448
1570,DB12766,DB00215
1571,DB13772,DB00215
1572,DB00938,DB00215
1573,DB08864,DB00215
1574,DB00845,DB00215
1575,DB00608,DB00215
1576,DB01079,DB00215
1577,DB11586,DB00215
1578,DB15982,DB00215
1579,DB01169,DB00215
1580,DB01184,DB00215
1581,DB01218,DB00215
1582,DB00215,DB13725
1583,DB01267,DB00215
1584,DB00775,DB00215
1585,DB01138,DB00215
1586,DB02709,DB00215
1587,DB05767,DB00215
1588,DB07615,DB00215
1589,DB06543,DB00215
1590,DB06605,DB00215
1591,DB08814,DB00215
1592,DB09125,DB00215
1593,DB12289,DB00215
1594,DB12598,DB00215
1595,DB14094,DB00215
1596,DB13275,DB00215
1597,DB06695,DB00215
1598,DB09075,DB00215
1599,DB01238,DB00215
1600,DB14185,DB00215
1601,DB01411,DB00215
1602,DB01395,DB00215
1603,DB15444,DB00215
1604,DB09079,DB00215
1605,DB11952,DB00215
1606,DB08910,DB00215
1607,DB00675,DB00215
1608,DB01254,DB00215
1609,DB00204,DB00215
1610,DB01223,DB00215
1611,DB00877,DB00215
1612,DB01229,DB00215
1613,DB01590,DB00215
1614,DB06287,DB00215
1615,DB05239,DB00215
1616,DB08901,DB00215
1617,DB00570,DB00215
1618,DB08881,DB00215
1619,DB01248,DB00215
1620,DB04572,DB00215
1621,DB11581,DB00215
1622,DB15035,DB00215
1623,DB06616,DB00215
1624,DB08877,DB00215
1625,DB12483,DB00215
1626,DB09054,DB00215
1627,DB00762,DB00215
1628,DB11817,DB00215
1629,DB00624,DB00215
1630,DB12500,DB00215
1631,DB00215,DB11689
1632,DB00184,DB00215
1633,DB08807,DB00215
1634,DB13757,DB00215
1635,DB00598,DB00215
1636,DB00627,DB00215
1637,DB12070,DB00215
1638,DB00215,DB11967
1639,DB13592,DB00215
1640,DB00201,DB00215
1641,DB00296,DB00215
1642,DB04574,DB00215
1643,DB06774,DB00215
1644,DB11919,DB00215
1645,DB01645,DB00215
1646,DB12026,DB00215
1647,DB13952,DB00215
1648,DB00655,DB00215
1649,DB00851,DB00215
1650,DB09061,DB00215
1651,DB00852,DB00215
1652,DB01255,DB00215
1653,DB00328,DB00215
1654,DB00458,DB00215
1655,DB00532,DB00215
1656,DB00564,DB00215
1657,DB01095,DB00215
1658,DB01424,DB00215
1659,DB05246,DB00215
1660,DB12015,DB00215
1661,DB13874,DB00215
1662,DB11633,DB00215
1663,DB00213,DB00215
1664,DB00334,DB00215
1665,DB00909,DB00215
1666,DB06268,DB00215
1667,DB11638,DB00215
1668,DB11837,DB00215
1669,DB00182,DB00215
1670,DB00614,DB00215
1671,DB00780,DB00215
1672,DB01037,DB00215
1673,DB01168,DB00215
1674,DB01367,DB00215
1675,DB00501,DB00215
1676,DB00945,DB00215
1677,DB00482,DB00215
1678,DB11986,DB00215
1679,DB04855,DB00215
1680,DB01418,DB00233
1681,DB13275,DB00233
1682,DB14055,DB00233
1683,DB00233,DB13467
1684,DB00233,DB06543
1685,DB00233,DB06605
1686,DB06695,DB00233
1687,DB00233,DB08814
1688,DB09075,DB00233
1689,DB09125,DB00233
1690,DB00233,DB12289
1691,DB00233,DB12598
1692,DB00233,DB14094
1693,DB01261,DB00233
1694,DB06335,DB00233
1695,DB00233,DB09022
1696,DB00233,DB09200
1697,DB00790,DB00233
1698,DB00233,DB14217
1699,DB00214,DB00233
1700,DB00703,DB00233
1701,DB00909,DB00233
1702,DB01250,DB00233
1703,DB00244,DB00233
1704,DB00328,DB00233
1705,DB00461,DB00233
1706,DB00586,DB00233
1707,DB00749,DB00233
1708,DB00795,DB00233
1709,DB00814,DB00233
1710,DB00945,DB00233
1711,DB01399,DB00233
1712,DB01600,DB00233
1713,DB06736,DB00233
1714,DB09213,DB00233
1715,DB00233,DB00180
1716,DB00233,DB00741
1717,DB00959,DB00233
1718,DB01234,DB00233
1719,DB00775,DB00233
1720,DB00233,DB01138
1721,DB00233,DB02709
1722,DB04743,DB00233
1723,DB00233,DB05767
1724,DB00233,DB07615
1725,DB00233,DB00451
1726,DB00233,DB01583
1727,DB00233,DB03374
1728,DB09418,DB00233
1729,DB01238,DB00241
1730,DB14185,DB00241
1731,DB00921,DB00241
1732,DB01017,DB00241
1733,DB01041,DB00241
1734,DB00358,DB00241
1735,DB00333,DB00241
1736,DB08883,DB00241
1737,DB01418,DB00241
1738,DB14055,DB00241
1739,DB01223,DB00241
1740,DB00454,DB00241
1741,DB00898,DB00241
1742,DB00241,DB00215
1743,DB00241,DB01104
1744,DB01105,DB00241
1745,DB00327,DB00241
1746,DB00241,DB00652
1747,DB00241,DB00802
1748,DB00813,DB00241
1749,DB00915,DB00241
1750,DB01116,DB00241
1751,DB00310,DB00241
1752,DB00774,DB00241
1753,DB00241,DB00344
1754,DB00241,DB12930
1755,DB13275,DB00241
1756,DB00888,DB00241
1757,DB06756,DB00241
1758,DB06774,DB00241
1759,DB00777,DB00241
1760,DB01148,DB00241
1761,DB13254,DB00241
1762,DB13738,DB00241
1763,DB13844,DB00241
1764,DB01036,DB00241
1765,DB00458,DB00241
1766,DB00790,DB00241
1767,DB00214,DB00241
1768,DB00275,DB00241
1769,DB00296,DB00241
1770,DB00703,DB00241
1771,DB00742,DB00241
1772,DB00780,DB00241
1773,DB00800,DB00241
1774,DB00241,DB01037
1775,DB01169,DB00241
1776,DB01367,DB00241
1777,DB08931,DB00241
1778,DB00598,DB00241
1779,DB00241,DB08807
1780,DB00241,DB13757
1781,DB00836,DB00241
1782,DB04743,DB00241
1783,DB06152,DB00241
1784,DB00241,DB07615
1785,DB00241,DB08980
1786,DB09216,DB00241
1787,DB00241,DB11960
1788,DB00241,DB13725
1789,DB11919,DB00241
1790,DB13592,DB00241
1791,DB00182,DB00241
1792,DB00312,DB00241
1793,DB00323,DB00241
1794,DB00334,DB00241
1795,DB00341,DB00241
1796,DB00418,DB00241
1797,DB00241,DB00532
1798,DB00614,DB00241
1799,DB00625,DB00241
1800,DB00241,DB00754
1801,DB00909,DB00241
1802,DB00985,DB00241
1803,DB00241,DB00998
1804,DB00241,DB01065
1805,DB01168,DB00241
1806,DB01176,DB00241
1807,DB01215,DB00241
1808,DB01267,DB00241
1809,DB01442,DB00241
1810,DB00241,DB01534
1811,DB00241,DB01588
1812,DB04872,DB00241
1813,DB00241,DB05246
1814,DB05541,DB00241
1815,DB00241,DB06579
1816,DB08059,DB00241
1817,DB00241,DB08329
1818,DB00241,DB09011
1819,DB09071,DB00241
1820,DB09185,DB00241
1821,DB00241,DB11428
1822,DB00241,DB12308
1823,DB13256,DB00241
1824,DB00241,DB13520
1825,DB13791,DB00241
1826,DB13841,DB00241
1827,DB00241,DB13984
1828,DB00241,DB14715
1829,DB00241,DB08815
1830,DB00482,DB00241
1831,DB00608,DB00241
1832,DB00795,DB00241
1833,DB01079,DB00241
1834,DB00241,DB01593
1835,DB09104,DB00241
1836,DB01411,DB00241
1837,DB09079,DB00241
1838,DB11952,DB00241
1839,DB15444,DB00241
1840,DB11633,DB00241
1841,DB04572,DB00241
1842,DB08910,DB00241
1843,DB00204,DB00241
1844,DB00864,DB00241
1845,DB00877,DB00241
1846,DB01229,DB00241
1847,DB01254,DB00241
1848,DB01590,DB00241
1849,DB04855,DB00241
1850,DB06287,DB00241
1851,DB05239,DB00241
1852,DB09054,DB00241
1853,DB12015,DB00241
1854,DB00570,DB00241
1855,DB01248,DB00241
1856,DB08881,DB00241
1857,DB11581,DB00241
1858,DB13874,DB00241
1859,DB15035,DB00241
1860,DB00675,DB00241
1861,DB06616,DB00241
1862,DB08877,DB00241
1863,DB08901,DB00241
1864,DB12483,DB00241
1865,DB00762,DB00241
1866,DB11817,DB00241
1867,DB04896,DB00241
1868,DB09061,DB00241
1869,DB00456,DB00241
1870,DB01218,DB00241
1871,DB00381,DB00241
1872,DB00564,DB00241
1873,DB00843,DB00241
1874,DB11986,DB00241
1875,DB01357,DB00241
1876,DB01395,DB00241
1877,DB04574,DB00241
1878,DB06713,DB00241
1879,DB09401,DB00241
1880,DB13044,DB00241
1881,DB13866,DB00241
1882,DB01611,DB00241
1883,DB00244,DB00381
1884,DB00244,DB00344
1885,DB00244,DB00614
1886,DB00244,DB00668
1887,DB00244,DB00777
1888,DB00244,DB00802
1889,DB00244,DB00830
1890,DB00244,DB00852
1891,DB00244,DB00938
1892,DB00244,DB00998
1893,DB00244,DB01037
1894,DB00244,DB01064
1895,DB00244,DB01238
1896,DB00244,DB01255
1897,DB00244,DB01407
1898,DB00244,DB01442
1899,DB00244,DB04855
1900,DB00244,DB08815
1901,DB09061,DB00244
1902,DB00244,DB11428
1903,DB00244,DB12100
1904,DB00244,DB12930
1905,DB00244,DB13520
1906,DB00244,DB14185
1907,DB00244,DB01609
1908,DB00244,DB01395
1909,DB00244,DB00742
1910,DB00244,DB00501
1911,DB00244,DB06723
1912,DB00244,DB09104
1913,DB00213,DB00244
1914,DB00448,DB00244
1915,DB00244,DB00334
1916,DB00244,DB01418
1917,DB00244,DB06543
1918,DB00244,DB06605
1919,DB00244,DB06695
1920,DB00244,DB08814
1921,DB00244,DB09075
1922,DB00244,DB09125
1923,DB00244,DB12289
1924,DB00244,DB12598
1925,DB00244,DB13275
1926,DB00244,DB14055
1927,DB00244,DB14094
1928,DB00244,DB00275
1929,DB00244,DB13919
1930,DB00244,DB00790
1931,DB00244,DB14217
1932,DB00244,DB00598
1933,DB00244,DB08807
1934,DB00244,DB13757
1935,DB00244,DB00214
1936,DB00244,DB11443
1937,DB00244,DB13772
1938,DB00244,DB00310
1939,DB00244,DB00774
1940,DB00244,DB13467
1941,DB00244,DB00282
1942,DB00244,DB06255
1943,DB00244,DB00287
1944,DB00244,DB02304
1945,DB00244,DB00864
1946,DB00244,DB00456
1947,DB00244,DB00923
1948,DB00244,DB01329
1949,DB00244,DB01331
1950,DB00244,DB13470
1951,DB00244,DB13499
1952,DB00244,DB13638
1953,DB00244,DB11512
1954,DB00244,DB00215
1955,DB00244,DB01105
1956,DB00244,DB04896
1957,DB00244,DB01261
1958,DB00244,DB06335
1959,DB00244,DB09022
1960,DB00244,DB09200
1961,DB00244,DB00703
1962,DB00244,DB00909
1963,DB00244,DB00233
1964,DB00795,DB00244
1965,DB00244,DB00945
1966,DB00244,DB01250
1967,DB00244,DB00328
1968,DB00244,DB00461
1969,DB00244,DB00586
1970,DB00244,DB00749
1971,DB00244,DB00814
1972,DB00244,DB01399
1973,DB00244,DB01600
1974,DB00244,DB06736
1975,DB00244,DB09213
1976,DB00244,DB00180
1977,DB00244,DB00741
1978,DB00244,DB00959
1979,DB01234,DB00244
1980,DB00244,DB08970
1981,DB00244,DB09091
1982,DB00244,DB14539
1983,DB00244,DB14541
1984,DB00244,DB14545
1985,DB00244,DB14652
1986,DB00244,DB01047
1987,DB00244,DB00547
1988,DB00244,DB08971
1989,DB00244,DB09095
1990,DB00244,DB00836
1991,DB00244,DB05246
1992,DB00244,DB06152
1993,DB00244,DB08980
1994,DB00244,DB11960
1995,DB00244,DB13725
1996,DB00244,DB13791
1997,DB00244,DB00606
1998,DB00244,DB00800
1999,DB00244,DB01116
2000,DB00244,DB06268
2001,DB00244,DB08931
2002,DB00244,DB12766
2003,DB00244,DB13631
2004,DB00244,DB13779
2005,DB00244,DB00482
2006,DB00244,DB01050
2007,DB00244,DB07402
2008,DB00244,DB08991
2009,DB00244,DB09212
2010,DB00244,DB09216
2011,DB00244,DB11466
2012,DB00244,DB13286
2013,DB00244,DB13364
2014,DB00244,DB01424
2015,DB00244,DB02224
2016,DB00244,DB04743
2017,DB00244,DB00158
2018,DB00244,DB00182
2019,DB00244,DB00296
2020,DB00244,DB00312
2021,DB00244,DB00319
2022,DB00244,DB00323
2023,DB00244,DB00327
2024,DB00244,DB00333
2025,DB00244,DB00341
2026,DB00244,DB00415
2027,DB00244,DB00418
2028,DB00244,DB00437
2029,DB00244,DB00608
2030,DB00244,DB00624
2031,DB00244,DB00780
2032,DB00244,DB00851
2033,DB00244,DB00853
2034,DB00244,DB00915
2035,DB00244,DB00995
2036,DB00244,DB01011
2037,DB00244,DB01036
2038,DB00244,DB01137
2039,DB00244,DB01148
2040,DB00244,DB01169
2041,DB00244,DB01183
2042,DB00244,DB01215
2043,DB00244,DB01267
2044,DB00244,DB01367
2045,DB00244,DB01427
2046,DB00244,DB04574
2047,DB00244,DB05541
2048,DB00244,DB06824
2049,DB00244,DB08877
2050,DB00244,DB08910
2051,DB00244,DB08911
2052,DB00244,DB09071
2053,DB00244,DB09135
2054,DB00244,DB09185
2055,DB00244,DB09395
2056,DB00244,DB09418
2057,DB00244,DB09502
2058,DB00244,DB11587
2059,DB11817,DB00244
2060,DB00244,DB13943
2061,DB13952,DB00244
2062,DB00244,DB00458
2063,DB00244,DB00813
2064,DB00244,DB00454
2065,DB00244,DB06696
2066,DB00244,DB00314
2067,DB00564,DB00244
2068,DB00244,DB00552
2069,DB00244,DB14500
2070,DB00244,DB00451
2071,DB00244,DB01583
2072,DB00244,DB00898
2073,DB00244,DB00495
2074,DB00244,DB00775
2075,DB00244,DB01138
2076,DB00244,DB02709
2077,DB00244,DB05767
2078,DB00244,DB07615
2079,DB00244,DB01104
2080,DB00199,DB00275
2081,DB00275,DB00301
2082,DB00625,DB00275
2083,DB00275,DB01138
2084,DB05804,DB00275
2085,DB00275,DB13751
2086,DB01395,DB00275
2087,DB00275,DB00344
2088,DB00668,DB00275
2089,DB00777,DB00275
2090,DB00275,DB00802
2091,DB00813,DB00275
2092,DB00275,DB00830
2093,DB00275,DB00852
2094,DB00938,DB00275
2095,DB00275,DB00998
2096,DB01064,DB00275
